name,city,total_reviews,review_content,overall_rating,food_rating,service_rating,ambience_rating,date
JoseIvanA,Washington DC,1 review,Amazing restaurant with amazing people The ravioli are very delicious,5,5,5,5,Dined on April 30 2018
MichaelS,New York City,20 reviews,A very good experience at this fine eatery. The fish in the Pescatore was very fresh and the red sauce superb. The ricotta  cheese cake and cappuccino capped off a great meal.,4,4,4,4,Dined on April 29 2018
MandyT,Washington DC,2 reviews,Best Italian in NYC I’ve ever had. Go on the weekend and get the Sunday Sauce. 🙌🏻,5,5,4,5,Dined on April 23 2018
BonnieM,San Francisco,12 reviews,Amazing food. Outstanding service from Sammy.  He helped us pick out the right dishes for our party of 6. Very accommodating .,5,5,5,5,Dined on April 22 2018
MaryH,New York City,7 reviews,The food & service is excellent. Our server was very atentative & recommmended very good specials & wines. The Cosmo’s were made very well..,5,5,5,5,Dined on April 22 2018
tthomas,Chicago,9 reviews,I’ve been going to Il Cortile for years. The service was bad enough tonight it will be my last time.,1,3,1,2,Dined on April 22 2018
DanielleS,New York City,10 reviews,The food here is delicious!! The chefs sampler appetizer is great! We will definitely be coming back!,5,5,5,5,Dined on April 22 2018
OpenTable Diner,Los Angeles,8 reviews,Authentic NYC Italian! We love it.,5,5,5,5,Dined on April 21 2018
DonnaK,New York City,6 reviews,excellent as always,5,5,5,5,Dined on April 21 2018
TimG,Las Vegas,10 reviews,Fantastic food old world class ambiance and service.  The freshest ingredients and wonderful presentation.  Our waiter was absolutely spectacular.  I go there with friends for a special (and large) lunch when visiting NYC and little Italy.  Can't go wrong for that special and scrumptious totally authentic Italian meal.,5,5,5,5,Dined on April 19 2018
KnightofCups,New York City,14 reviews,Had a nice time with a friend from out of town that wanted to see Little Italy. The atrium is a nice open space and we had dinner on a quiet Monday night.,4,4,4,4,Dined on April 17 2018
Charles,New York City,2 reviews,Amazing cuisine and great service!,5,5,5,5,Dined on April 15 2018
MelissaP,New York City,6 reviews,From start to finish we had an amazing experience at Il Cortile. The atmosphere wait staff and food were simply perfect. The Avocado Bruschetta and Gnocchi were my favorite dishes! Our waiter was gracious and helpful with our selection and my husband son and I were very happy with his recommendations. This was our first visit to Il Cortile but will definitely be our ONLY stop when we visit NY in the future.,5,5,5,4,Dined on April 15 2018
JimK,Philadelphia,74 reviews,First time at this restaurant.  Food was very good as was the service.  The singer was very entertaining and worth the visit.  Waiter forgot to wrap one of the leftovers so they made an entire meal for us to take  Would definitely eat here again.,4,4,4,4,Dined on April 14 2018
AnneR,New York City,10 reviews,We have been going to Il Cortile for almost 20 years. Always had a wonderful meal. We have brought all the family and some of our friends with us. Never disappoints!,5,5,5,5,Dined on April 3 2018
RM007,Denver,3 reviews,Food and service was excellent!,5,5,5,5,Dined on April 2 2018
MichaelA,Baltimore,14 reviews,Awesome place with great food. Angelo is the best!,5,5,5,5,Dined on April 2 2018
DavidT,London,6 reviews,Although we had made a reservation a few weeks before the restaurant was not ready for us and put us in a passageway where they made us feel as if we were subpar customers. We were rushed through our meal which was barely decent. A very disappointing and unpleasant experience.,1,2,1,1,Dined on March 31 2018
Norah,Washington DC,5 reviews,We had our late lunch in the atrium.  A peaceful dining with authentic dishes.  Our waiter was attentive and courteous.   Highly recommended.,5,5,5,5,Dined on March 30 2018
CBVegas,Orange County,12 reviews,Staff and management were incredible!  Very accommodating and even turned on the basketball tournament for us in a side room that was avail for us to watch while waiting for dinner.,5,5,5,5,Dined on March 26 2018
JWPW,Coastal Georgia,6 reviews,We have going to Il Cortile for nearly 15 years! We always make it a stop (at least once) on every trip to NYC. Food is consistently great and the service is terrific. Veal Parmesan Chicken Parmigiana gnocchi and rigatoni with sausage were all outstanding tonight. Always a good time and great food!,5,5,5,5,Dined on March 23 2018
OpenTable Diner,Fort Lauderdale,17 reviews,Everything about Il Cortile was excellent. We happened to come on a quiet night so it was very relaxing and easy to chat. The service was speedy and efficient but not overbearing. The food was delicious and we throughly enjoyed our meal. It’s good neighborhood Italian like I grew up loving.,5,5,5,5,Dined on March 23 2018
OpenTable Diner,Belgium,1 review,Niet echt Italiaans eten.,2,3,3,3,Dined on March 20 2018
OpenTable Diner,New York City,4 reviews,Very nice clean beautiful courtyard!,4,4,5,5,Dined on March 17 2018
Bwharto,Dallas,13 reviews,This may have been the best meal we had while in NYC. The homemade cheese ravioli was incredible as was the fettuccine Alfredo with Shrimp. Appetizer meatballs and calamari was also excellent!,5,5,5,5,Dined on March 16 2018
CFoodLover,Dubai,8 reviews,Food service were excellent and well worth the price. Worth becoming a regular at this restaurant.,5,5,5,5,Dined on March 11 2018
JoeTravel,Greater Boston,7 reviews,Great place loved it.  Will be back again?  Food was fantastic!,5,5,5,5,Dined on March 7 2018
James,New Orleans,9 reviews,Best meal we had in New York. Great food great atmosphere and personable service.,5,5,5,5,Dined on March 6 2018
StephanieT,New York City,6 reviews,Always a treatStaff is sooo friendlyGood is greatNever rushedWill be back soon,5,5,5,5,Dined on March 4 2018
martym,Naples,18 reviews,Great food,5,5,5,5,Dined on March 4 2018
LisaL,Orlando,1 review,We were looking for a restaurant with good food but also quiet so we could have a conversation. We were with our cousins and niece and her husband. Il Cortile was the perfect place! We were warmly welcomed when we walked in and they thoughtfully had prepared a round table for 6 for us which was perfect. Our wait staff were friendly helpful and fun! They respected the fact we were all talking a mile a minute and let us be most of the time yet were attentive to our needs. The food was wonderful and everyone commented on how delicious the food was. The staff let us stay well past everyone had left and were just as warm and welcoming when we left as when we arrived. A fabulous place that we will revisit often.,5,4,5,5,Dined on February 25 2018
Nixie,London,52 reviews,Always love to stop by when in New York. Amazing food and always great service.,5,5,5,5,Dined on February 25 2018
NewYorkerinPA,Philadelphia,30 reviews,Awesome awesome awesome! Best food in Little Italy! Wonderful staff service and Sangria!!,5,5,5,5,Dined on February 24 2018
Mary,Columbus,2 reviews,We enjoyed a great  dinner! Everything was delicious and the waiters were friendly and knowledgable!,5,5,5,5,Dined on February 18 2018
Eatingman,Atlanta Metro,17 reviews,Really enjoyed our meal from the moment we entered the front door until we left.  The service the food the wine and the sweet sounds of Sal singing love songs it was an eventful evening.  Definitely recommend Il Cortile for lunch or dinner - the Lobster Ravioli was excellent!,5,4,5,5,Dined on February 17 2018
Sophy,New York City,1 review,I went for a romantic night out with my boyfriend for Valentine's day and it was a very lovely experience at Il Cortile. The staff was very attentive and the food was excellent however we were seated near the window and it was a bit cold - we definitely want to come back and sit in the inner room with the garden and string lights. Great experience overall!,5,5,5,5,Dined on February 15 2018
OpenTable Diner,New York City,2 reviews,Dinner was amazing as always.  The occasion was perfect and the company was the best!!,5,5,5,5,Dined on February 15 2018
OpenTable Diner,New York City,4 reviews,Food wasn't bad don't get me wrong it was something I could cook at home as in pretty basic.,2,2,3,2,Dined on February 15 2018
OpenTable Diner,New York City,2 reviews,Expectional service.. Our waiter frank was  very knowledgeable when asked about the menu,5,5,5,5,Dined on February 15 2018
OpenTable Diner,New York City,3 reviews,Lobster ravioli was very good.,5,5,4,4,Dined on February 11 2018
TimK,New York City,1 review,Outstanding food with very attentive and friendly service.  Menu had a wide range of choices along with delicious specials!,5,5,5,4,Dined on February 11 2018
MichaelM,London,3 reviews,The quality of the food and presentation was poor for a restaurant with such high reviews.,3,2,3,3,Dined on February 10 2018
MaryH,New York City,7 reviews,I can’t say enough the food was excellent & so was the service. There winter white cosmo was so good worth trying.,5,5,5,5,Dined on February 9 2018
OpenTable Diner,New York City,13 reviews,Excellent food and service.,5,5,5,5,Dined on February 7 2018
Balldogg,Seattle,26 reviews,Fabulous.  Elegant. My favorite place in Little Italy.,5,5,5,5,Dined on February 6 2018
MichaelK,Orlando,6 reviews,Terrific food and plenty of it. Staff very pleasant and attentive.,5,5,4,4,Dined on February 4 2018
VeronicaL,New York City,1 review,That was the best Italian food I’ve had without leaving the country. Great service!,4,5,4,5,Dined on February 4 2018
FrankShirts,New York City,62 reviews,Great food and locationA bit pricey for little Italy No regrets,5,5,5,5,Dined on February 2 2018
OpenTable Diner,Charleston,19 reviews,Vincenzo took great care of our large party!  Our waiter Ventura was top notch.  Food was excellent!,5,5,5,5,Dined on January 28 2018
OpenTable Diner,New York City,1 review,We had such a wonderful time at Il Cortile for a double date night. I would recommend it to anyone - plus Sal was awesome entertainment throughout the evening. Very talented!,5,5,4,5,Dined on January 28 2018
AnthonyF,Poconos,4 reviews,My main complaint was the service. Even with reservations we waited 45 minutes for a table with over a dozen parties being seated before us who came in long after us.The food was good but didn't justify the high price.,3,3,2,4,Dined on January 28 2018
Britt,Chicago,1 review,Amazing food and service. Can't wait to go back!!!,5,5,5,5,Dined on January 27 2018
OpenTable Diner,Miami,4 reviews,Excellent food excellent service awesome ambiance. Little bit of Italy in NYC!,5,5,5,5,Dined on January 27 2018
OlafS,San Diego,3 reviews,Great ambiance and excellent value.,5,5,5,5,Dined on January 25 2018
OpenTable Diner,New York City,5 reviews,Dîner MÉDIOCRE HORS DE PRIX : 1 Ravioli   1 Côte de veau  1 verre de vin  1 bouteille d’eau gazeuse  1dessert   2 cafés   l entrée et le plat on a partagé à 2  . Ça nous a coûté : 140 DOLLARS US pour 1 repas d 1 personne divisé en 2 ! DU VOL  ! UN SCANDALE c est pour ça que les 3/4 du  Restaurant était vide  un pourboire de 22 DOLLARS rajouté d office sans notre accord A BANNIR 😡,1,1,1,2,Dined on January 15 2018
JRS1,Minneapolis,4 reviews,Another exceptional experience.,5,5,5,5,Dined on January 8 2018
OpenTable Diner,St. Louis,2 reviews,The  food was rather bland  honestly.  The service was awesome. Great wait staff who did well explaining the various styles.  The desert was good    Even though  it was our anniversary there was no acknowledgment.  Every other restaurant brought  us a desert or something.  Okay food but we have a better Italian in St. Louis.,3,3,5,3,Dined on January 7 2018
KatieG,New York City,44 reviews,Went for a quick solo bite. Had a caesar salad and the fettuccine di parma. The salad was pretty run of the mill but the pasta was very good. Had an attentive friendly waiter.,5,5,5,5,Dined on January 3 2018
OpenTable Diner,Houston,3 reviews,Everything about this restaurant was fabulous! A friend recommended Il Cortile and we went on our first night in New York! It was a great way to start off our vacation. The food was delicious. The restaurant was beautiful. It would definitely be a restaurant I would visit again when in New York.,5,5,5,5,Dined on January 3 2018
OpenTable Diner,New York City,1 review,Coming back to NYC with my husband and kids after 30 yrs. it was very importamt to know I made the perfect choice for our extended family gathering.  Il Cortile did not disappoint!   Service was enchanting Sal Manzon was engaging beyond expectation and the food was a smash hit for all in our party!  Thank you so much amd a happy and healthy New Year to you all!  Liz Mc,5,5,5,5,Dined on December 31 2017
OpenTable Diner,New York City,1 review,Very expensive restaurant.  Not worth it.  Very disappointing - specials on the website were not available.  Will not return.,1,1,1,2,Dined on December 30 2017
BettyF,New York City,7 reviews,Had a delicious meal there last week. Service was great. Will definitely go back,5,5,5,5,Dined on December 30 2017
OpenTable Diner,San Francisco,1 review,We had a delicious dinner with a delicous bottle of wine.  Our waiter was attentive and yet gave us plenty of time to dine.  Terrific location in Little Italy.,5,5,5,5,Dined on December 29 2017
OpenTable Diner,Cleveland,1 review,We have dined at Il Cortile every time we visit NYC.  The food has been good.  Our meal this time (Linguine with clams) was not good.  The clams were rubbery- difficult to chew.  The linguine was partially cooked.  The staff is always welcoming and service is prompt.,3,2,4,4,Dined on December 29 2017
Tina,Atlanta Metro,49 reviews,This is my favorite restaurant in Little Italy!  It is lovely on the inside bar area in the back courtyard etc and the food/service is always top notch.  I always go when I am in NYC!,5,5,5,5,Dined on December 28 2017
Reagan,St. Louis,3 reviews,We had a reservation and still waited 1 1/2 hour for our table. The food was good but not amazing enough to over shadow the bad taste already in our mouth.  After seeing several other tables being seated before us we decided to go to a different restaurant down the street. As we were walking out the door the seat us.  We had a party of 10 but we told them we would split up.We were very disappointed.,2,3,1,2,Dined on December 28 2017
MichaelL,New York City,5 reviews,The food was fantastic. Service was excellent. An outstanding lunch on our visit to NYC. If you go to Little Italy il Cortile is the place to dine.,5,5,5,5,Dined on December 28 2017
disappointedin17,Cleveland,3 reviews,About as overrated and underwhelming as you might expect in a tourist trap. If you are looking for authentically good Italian food in nyc go elsewhere.,2,2,2,3,Dined on December 27 2017
OpenTable Diner,Austin,2 reviews,Christmas Dinner,5,5,5,5,Dined on December 26 2017
Good,Dallas,89 reviews,Our first visit to Little Italy in New York.  Service was a bit slow but the waiter was nice and it was amusing to listen to his Italian accent.(We are not New Yorkers).  The food was outstanding and the portions were generous.   Prices are reasonable.  It was a great experience.  We hope to visit again.,4,5,4,4,Dined on December 26 2017
LorriV,New York City,15 reviews,Very nice Christmas Eve celebration dinner! OUr party of 6 Shared shrimp appetizers as well as  burrata (excellent) and calimari. Dinners ranged from fish to cheicken parm all excellent!,1,1,1,1,Dined on December 25 2017
OpenTable Diner,New York City,9 reviews,I have been coming to Il Cortile with my family literally since the day that it opened back in the 1970s.   I have watched it grow  over the years and yet they have always maintained the high quality food and experience.  I recently sat at a great table in the garden with my family and friends.  Il Cortile is one of my favorites in little Italy and I highly recommend it.,5,5,5,5,Dined on December 24 2017
Malc,Dallas,33 reviews,Quite atmosphere.  Food was fantastic.  I'm sure everything on the menu is equally as good.  Service was equal to the food.  Five stars.  We will be back next trip to NYC.,5,5,5,5,Dined on December 22 2017
MichaelA,Baltimore,14 reviews,Best Italian restaurant in Little Italy. Angelo and Frank are the best.,5,5,5,5,Dined on December 21 2017
OpenTable Diner,Philadelphia,5 reviews,We had reservation at 7pm and were seated nearly an hour after that.  They did provide free drinks and desserts but seems they WAY overbooked.,4,5,5,5,Dined on December 17 2017
RTSinTX,Dallas,4 reviews,Very authentic. The family loved it! Crazy busy and had to wait about 45 min past our reservation time but hey - it’s Christmas in New York so expected. The hostess manager and owner all addressed us one point while we were  waiting and thanked us for our patience. We will definitely come back here when visiting!,5,4,4,4,Dined on December 17 2017
AnnaG,Philadelphia,12 reviews,I took family here while visiting the city and we all LOVED it. The food and wine were incredible and service was very attentive. Highly recommend!,5,5,5,5,Dined on December 17 2017
MichaelM,Washington DC,8 reviews,The restaurant staff was very attentive to Nana who was there to celebrate her 85th birthday. The food was outstanding and the band serenading through the restaurant was an added bonus.,5,5,5,5,Dined on December 16 2017
Heathers,Greater Boston,36 reviews,So good as always.,5,5,5,5,Dined on December 12 2017
OpenTable Diner,New York City,2 reviews,The place was busy sat us next to the kitchen..:(Made the reservation 3 weeks in advance service was ok. Not all seats had place settings. They did not bring a drink to one of our party after it was ordered. I would imagine thatLittle Italy in Manhattan would take care of the clients. Food was great,4,4,3,4,Dined on December 10 2017
OpenTable Diner,New York City,1 review,We had a wonderful time and our waiter Sal was the best  the food was outstanding and so were the drinks.,5,5,5,5,Dined on December 10 2017
OpenTable Diner,New York City,1 review,Service was great and food was exceptional. Ventura and the other wait staff were so friendly and made my party of 6 feel at home. They were very kind to my 5 year old daughter as well. I appreciated that. We will definitely return.,5,5,5,5,Dined on December 10 2017
David,New York City,1 review,The food was very good but I’m not sure it merited the high cost.  Since we’re not very cost-conscious when we visit NYC that wasn’t the problem we had with Il Cortile.  What frustrated us was the extremely long wait between our appetizers and main course.  We’re generally patient diners but it took forever to get our meal.   Having watched other diners (who arrived well after we did) get their food we finally had to ask our waiter when our meal was coming.   They claimed it was but we still had to wait an additional 20 minutes.  Three of the four plates were simple pasta dishes and the fourth was a simple veal parmigiana.  I’m convinced they forgot our order.  In addition we assumed there were no specials at the restaurant but realized after we ordered that the other tables were offered several special plates.  (Strike two.). Strike three was when I ordered dessert they were out of the ricotta cheesecake. I then made a second choice that they were also out of.  Maybe if we had gotten our meals on time I would’ve gotten what I wanted!  I will not be returning to Il Cortile.,2,3,1,3,Dined on December 9 2017
FrankShirts,New York City,62 reviews,Very much aliveGood foodGood sceneGood service Great location,5,5,5,5,Dined on December 9 2017
ShannonM,San Antonio,10 reviews,Fabulous experience overall,5,5,5,5,Dined on December 9 2017
Lanie,Washington DC,3 reviews,Amazing!  The food was outstanding and the service could not have been better!  Fantastic ambience.  Make sure to request a table in the back room.,5,5,5,5,Dined on December 9 2017
Delicious,New York City,3 reviews,Lovely old world restaurant in the heart of Little Italy. Authentic cuisine great service and delicious food and wine. Very comfortable and accommodating.  Did  not feel rushed in any way.  Will return when in NYC.,4,4,5,5,Dined on December 9 2017
MichaelA,Baltimore,14 reviews,Amazing place. Excellent food. Angelo is great and always provides the best experience.,5,5,5,5,Dined on December 5 2017
3MMel,Austin,11 reviews,Great service.  Great atmosphere.  Delicious!  My son and I really enjoyed this place.,5,5,5,5,Dined on December 2 2017
CharlesS,New York City,10 reviews,Great place in the heart of little Italy. Great service and food. Waiters are attentive and knowledgeable.,5,5,5,5,Dined on November 20 2017
JslpP,New York City,25 reviews,Food was very good and service was excellent. Would definitely go back.,4,4,4,3,Dined on November 19 2017
sandrag,New York City,7 reviews,Amazing food and ambience.  They had a singer who sounded just like Sinatra.  I brought friends from out of town and we had such a good time listening to the singer enjoying the wine and amazing pasta dishes.  The service was impeccable and we were able to sit and enjoy a bottle of wine listen to the singer and then order.  A full nights entertainment.,5,5,5,5,Dined on November 18 2017
MichaelA,Baltimore,14 reviews,Place is amazing. Have been going since 1978. Frank and Angelo are the best.,5,5,5,5,Dined on November 18 2017
AnthonyS,New York City,4 reviews,Service was a bit slow after the appetizers but the food was good,4,4,4,5,Dined on November 11 2017
BigLi,New York City,107 reviews,Wonderful ! Everything from the first cocktail to the cappuccino was wonderful. The food is amazing service is top notch very attentive but not pushy. The owner was a wonderful person who really went out of his way to make sure that we had an evening to remember. Being able to listen to the live entertainment was great he had a beautiful voice. We could have listened to him all night. Il Cortile is truly a must when in little Italy !  We can't wait to come back and do it all over again ! This is a neighborhood Gem !,5,5,5,5,Dined on November 4 2017
Traveler,Dallas,154 reviews,Il Cortile has been my go-to place for lunch in Little Italy for years and it never fails to provide great food and a fun pleasant atmosphere.  We were fortunate to have a 70 degree day in November and sat outside.  The waiters bus boys and everyone else on the staff were incredibly friendly and the Italian food is the best in that part of New York IMHO.,5,5,5,5,Dined on November 2 2017
PeterH,Minneapolis,15 reviews,The food was fantastic. Our servers were attentive and helpful and making our decisions.,5,5,5,4,Dined on October 29 2017
OpenTable Diner,New York City,4 reviews,I've been going to Il Cortile for many years more so now for special occasions. The service has always been great  the food delicious. My only thought about the ambiance I wish they would play Italian or classical music I'm not fond of the radio.,4,5,5,2,Dined on October 24 2017
JM77,Minneapolis,14 reviews,On a visit back home and this place never disappoints w/food. The atrium seating is nice if you can snag it. Our server was a good old fashioned Italian gentleman who made great recommendations and was lovely to deal with. He’s the youngest of 11 bless his mama! Just good comfort Italian food.,5,5,5,4,Dined on October 22 2017
Foodie2be,St. Louis,12 reviews,Food was great gnocchis definitely a must! Bread was disappointing for an Italian restaurant.,4,5,5,3,Dined on October 21 2017
MariK,New York City,4 reviews,Amazing food! Great staff. Beautiful interior. Best italian food ive had in new york,5,5,5,5,Dined on October 18 2017
RogerF,New York City,13 reviews,Il Cortile does not disappoint.  Great food and a good value.  We like to sit outside and people watch when the weather cooperates.,4,5,3,5,Dined on October 8 2017
KIMBERLYS,Washington DC,2 reviews,Great atmosphere and delicious food.,5,5,5,5,Dined on September 24 2017
WendyS,Denver,11 reviews,We were a group of 5 women visiting NYC for the weekend.  We wanted a nice meal in Little Italy and saw good reviews for this restaurant.  We made reservations.  When we got to Little Italy the street and area was mobbed due to a festival.  We had to wait quite a while for our reserved table.  They put us in the front room along with a party consisting of several families including several small children.  Through the entire evening the children were running in and out of the restaurant to the street and back in yelling and  screaming continuously.  Another table next to us was extremely loud and and laughing hysterically over their many bottles of wine.  We like to have fun too but we couldn't even hear each other talk.  On top of that we were pretty much forgotten by the staff - had to continually stop the waiters to ask for drinks for extra water and for the check.  Our food when it arrived was really quite good but the experience as a whole was pretty much miserable for us.,1,4,1,1,Dined on September 23 2017
SeasideAl,West Palm Beach,10 reviews,Been to Il Cortile many times over the last 25 years and the place never disappoints. Food service ambiance are always excellent. Truly one of the finest Italian restaurants anywhere and rivals many of the finest in Italy where my wife and I have traveled extensively. Ask for the Garden Room....it's very special.,5,5,5,5,Dined on September 23 2017
JoanneD,New York City,7 reviews,Traveled from GA to dine at Il Cortile. My favorite restaurant ever,5,5,5,5,Dined on September 19 2017
OpenTable Diner,Chicago,1 review,It was absolutely horrendous - we weren't seated - thy claimed we didn't have a reservation and were extremely rude to my entire party,1,1,1,1,Dined on September 17 2017
NickN,Washington DC,2 reviews,Go anytime other than major festivals like San Gennaro.  Even with a reservation we still had a 45 minute wait and noise level was deafening  from the crowd and their singerFood was pretty good overall good portions and tasty sauces. Just dont order the baked clams appetizer... Six thumbnail sized clams that were almost all breading.,3,4,3,3,Dined on September 17 2017
EdwardK,New York City,2 reviews,RESERVATION WAS AT 7 SEATED AT 745 DINNER SERVED AT 9NO GOOD,1,3,1,5,Dined on September 17 2017
OpenTable Diner,New York City,2 reviews,Went with family during the festival to find out for this occasion they would only accept cash. As a tax payer I find it insulting that such an establishment would go through such blatant measures to avoid their civic duty. There are many fine Italian restaurants in that area. Choose another.,1,3,1,2,Dined on September 17 2017
GBFINC,Tallahassee,18 reviews,we had a party of 15 and the service was excellent and the wait staff outstanding. Food was great. we went on a recommendation of a friend who is a critic of Italian food and he was right the food is excellent.,5,5,5,5,Dined on September 4 2017
OpenTable Diner,New York City,21 reviews,We came to celebrate our friends engagement and had a fantastic time. From great food and service and the non stop entertainment. What a great place. Can't wait to bring my family when they come to visit.,5,5,5,5,Dined on September 3 2017
OpenTable Diner,San Antonio,94 reviews,Very old school. Food okay but not great.  My veal chop was  overcooked. My husband had the capellini and said it was just okay. Very authentic in its decor etc. Very full and crowded. There was a wedding party going on so that was very noisy yet festive.,3,3,5,4,Dined on September 2 2017
PamelaW,Memphis/West TN,28 reviews,The restaurant was beautiful inside and the people were very friendly and attentive. The Italian flavors were fantastic and the entrees very filling and enjoyable. With so many Italian restaurant choices in the area I'm happy to have found Il Cortile!,5,5,5,5,Dined on August 29 2017
OpenTable Diner,Orlando,2 reviews,"Promised ""vegetarian friendly"" but no options really provided and not really accommodated without a frown and grumble.",3,3,2,3,Dined on August 27 2017
NeilW,New York City,2 reviews,"Il Cortile has a unique feature among restaurants in little Italy a Garden Room. Johnny T was the entertainment for the evening. He is an old school crooner. His show was entertaining engaging and an absolutely welcome compliment to our  dining experience.The service was on point that night. ""Sunday Sauce"" is an il Cortille special served only Saturday and Sunday. More than twenty years ago my wife's MeMom made a sauce that was almost as good.  I may never visit Il Cortile during the week again. Sunday Sauce includes meatballs sausage pork and braciole.The food is awesome. The service is exceptional. The prices are reasonable.",4,4,4,4,Dined on August 27 2017
amandam,New York City,1 review,Food was delicious.  Great service.   Enjoyed sitting outside.,4,4,4,4,Dined on August 26 2017
CSpice,New York City,61 reviews,Whenever it's time for a special lunch this is the place.  The food ambience and service are wonderful.  The chef's specials are always innovative yet traditional and presentation is always on point.  It's a magical place.  I am always so excited to see what the menu will be when we visit.  Cannot wait to go back.  Really just a fantastic dining experience.  One of the best in NYC.  Thanks to the Chef and the staff for a fabulous lunch.  I also appreciated the little lesson about Sicily that Angelo our waiter shared with us.,5,5,5,5,Dined on August 23 2017
JohnJ,Richmond,6 reviews,My wife and I eat here August 20 2017 and it was fabulous.  She had speghetti puttanesca the best ever. I had the monk fish special with the cold seafood salad first. It was their special and it was the  BEAT SALAD I HAVE EVER HAD. We then finished with tiramisu and chocolate mousse. We even had the best seats in the house.  We will d finitely be back.,5,5,5,5,Dined on August 21 2017
LeandroB,New York City,1 review,The restaurant was OK food OK but it charged us 20% tip because we were a 4+ party and they didn't tell us before we end up paying way too much for a regular service.,3,4,5,5,Dined on August 20 2017
OpenTable Diner,New York City,1 review,Been coming here ever year when in town for over 15 years! Great service and amazing food!,5,5,5,5,Dined on August 20 2017
OpenTable Diner,New York City,1 review,Our party of 4 each ordered something different along with two appetizers. Everything was very good. My only complaint on the food was that the meatballs were a little dry.  Loved the quaint setting. Service was quick and the staff was fantastic. Bathroom was not in the best shape. A little dirty needed to be tidied up a bit.,4,5,5,4,Dined on August 18 2017
Rosa,New York City,1 review,Fantastic The food was perfect .. The hospitality was great.,5,5,5,5,Dined on August 13 2017
JosephI,New York City,15 reviews,"One word to describe this restaurant in Little Italy ""OUTSTANDING"" !!!",5,5,5,5,Dined on August 9 2017
CARIENY,New York City,23 reviews,"An overall amazing dining experience.  Delicious ""Italian family Sunday dinner"" food.  The Garden Atrium room is lovely.  Our server Frank made our meal even more enjoyable.  He was pleasant and gracious. We will definitely be back!",5,5,5,5,Dined on August 6 2017
LynnetteA,New York City,11 reviews,Amazing! Delicious pasta great service best restaurant I've been to in a long time.,5,5,5,5,Dined on August 6 2017
OpenTable Diner,New York City,4 reviews,Excellent food fantastic service a truly wonderful dining experience.,5,5,5,5,Dined on August 4 2017
kims,Detroit,15 reviews,My favorite restaurant in Little Italy I stop in every time I'm in New York...this time I introduced 8 friends to it and they all loved it.  I recommend il Cortile to all my clients coming to the city!,5,5,5,5,Dined on July 29 2017
MichaelB,Charleston,8 reviews,FOOD (well prepared/fresh/flavorful)STAFF (pleasant/courteous)AMBIANCE(Garden Room a +)AFFORDABLE LUNCH MENU,5,5,5,5,Dined on July 27 2017
Troy,Dallas,3 reviews,We enjoyed the food. Sat outside but view is terribleinside Patio is better and inside is nice,4,4,4,4,Dined on July 27 2017
LindaM,San Francisco,7 reviews,stuffed shrimp dish amazing - we loved everything but this was beyond,5,5,5,4,Dined on July 27 2017
SharmilaC,New York City,4 reviews,I had a fantastic experience at this place.  I was there celebrating my friend's birthday and not only was our server overly friendly and helpful other servers came to check on us and were extremely helpful as well.  I specifically requested that we be loud and sing when I made reservations and everyone did! It was great.,5,5,5,5,Dined on July 23 2017
CallaLily,New York City,23 reviews,What a beautiful first time experience! The food recommendations were excellent. Loved the singer too. Thank you!,4,4,4,4,Dined on July 15 2017
SPPP,Atlanta Metro,171 reviews,We all enjoyed Il Cortile. The food was very good. Eggplant rollatini-yum.Chicken parm-huge. Scallops with artichokesvery good. Clam linguine-yes! Very good service and very nice evening. Definitely recommend.,4,4,5,4,Dined on July 14 2017
ML2559,Charlotte,5 reviews,Food and service were excellent.  We were in town for business and it was a great end to a long day.,5,5,5,4,Dined on July 12 2017
BilH,Fort Lauderdale,74 reviews,Wonderful tasty entrees. Wait staff was charming .  Unexpected soloist was lovely,5,5,5,5,Dined on July 8 2017
OpenTable Diner,New York City,2 reviews,Everything was fantastic! Delicious meal and great service!,5,5,5,5,Dined on July 3 2017
BMoKMo,Toronto,31 reviews,Very nice spot. Comfortable and relaxing meal. Food was outstanding. Thank you,4,4,4,4,Dined on June 30 2017
MaureenL,New York City,3 reviews,"The food is excellent & the service was impeccable. This is our favorite restaurant in the ""Little Italy""  ""Chinatown"" area.",5,5,5,5,Dined on June 29 2017
JuanC,Seattle,11 reviews,Coming back to IL Cortile from Seattle a second year and it was just as fantastic if not better than the first time my wife and I were there. Frank waited our table again and was very very good at helping us make our minds up. His service is simply superb! See you again soon IL Cortile.      God Bless!,4,4,4,4,Dined on June 28 2017
OpenTable Diner,Charlotte,5 reviews,Our waiter was Angelo and he made our Meal much more pleasant. He was very accommodating with any substitutions on the meal. His answer was always. I will do for you signora. Great atmosphere and such a pleasant staff. Every server that came to our table met us with a smile.,5,5,5,5,Dined on June 27 2017
OpenTable Diner,Richmond,1 review,We didn't sit in the garden room where we have always been seated before because there was a singer and we were with friends and knew we would be talking.  Outside the garden room it is rather plain and really loud however it was a Friday night.  The food was AMAZING! I ordered Pasta Carbonara which was not on the menu but was one of the best pasta dishes I have ever had the pleasure of eating! Everything we ordered was excellent but that pasta was a star!,4,5,5,3,Dined on June 24 2017
OpenTable Diner,New York City,1 review,Bad service and mediocre food. Restrooms were not clean,2,2,1,2,Dined on June 24 2017
